Index,Case_Name,i_h2i_rate,i_h2_temp,i_ngi_rate,i_ng_temp,i_pci_rate,i_wpi_rate,i_sgi_rate,i_sgi_COH2ratio,i_sgi_ReProRatio,i_o2_volfract,i_hbtemp,i_wind_rt,i_blastH2O,i_BdnH2O,o_tuy_velo,o_tuy_temp,o_burn,o_fta,o_coke_rt,o_hmt,o_delp,o_tgt,o_co_vf,o_co2_vf,o_h2_vf,o_n2_vf,o_co_util,o_h2_util,o_co2_sollos,o_h2o_sollos,o_feo_sollos,o_hm_rt,o_mw_rt,o_wf_rt,o_hm_h2share,o_mw_h2share,o_wf_h2share,o_prod_rt
246,H2-0_PCI-70_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1480_WR-160,0,0,0,300,70,0,0,0,0,30,1480,160,5.8,7,0,0,0,2.45E+03,4.87E+02,1998.68,5.44E+04,4.80E+01,2.82E-01,2.54E-01,2.39E-02,4.39E-01,4.74E+01,4.64E+01,2.88E+01,4.92E+00,64.62559,1.88E+02,4.05E+02,1.11E+03,7.62E+00,6.61E+00,2.38E+01,6.23E+03
247,H2-10_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-300_HBT-1600_WR-160,10,300,0,0,0,0,0,0,0,24,1600,160,5.8,7,0,0,0,2.55E+03,4.85E+02,1543.90,4.78E+04,4.80E+01,2.40E-01,2.26E-01,4.40E-02,4.89E-01,4.85E+01,4.72E+01,2.61E+01,9.96E+00,63.93223,1.77E+02,3.83E+02,1.05E+03,1.53E+01,1.24E+01,3.93E+01,5.91E+03
248,H2-20_PCI-0_WPI-0_NG-70_O2-30_NGT-300_H2T-300_HBT-1200_WR-195,20,300,70,300,0,0,0,0,0,30,1200,195,5.8,7,0,0,0,2.19E+03,4.15E+02,838.43,8.38E+04,4.80E+01,2.55E-01,2.43E-01,9.62E-02,4.06E-01,4.88E+01,5.06E+01,2.08E+01,1.68E+01,44.55357,2.85E+02,6.15E+02,1.73E+03,2.76E+01,2.32E+01,5.29E+01,9.44E+03
249,H2-0_PCI-90_WPI-0_NG-60_O2-27_NGT-300_H2T-0_HBT-1480_WR-160,0,0,60,300,90,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.36E+03,3.54E+02,960.29,6.53E+04,4.82E+01,2.47E-01,2.47E-01,6.86E-02,4.37E-01,5.00E+01,4.95E+01,2.37E+01,1.34E+01,57.48968,2.24E+02,4.85E+02,1.36E+03,2.18E+01,1.69E+01,4.84E+01,7.44E+03
250,H2-40_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-600_HBT-1600_WR-195,40,600,0,0,0,0,0,0,0,30,1600,195,5.8,7,0,0,0,2.65E+03,4.46E+02,1445.08,7.55E+04,4.82E+01,2.53E-01,2.35E-01,1.04E-01,4.08E-01,4.81E+01,5.03E+01,1.74E+01,1.54E+01,42.563087,2.80E+02,6.05E+02,1.75E+03,2.92E+01,2.49E+01,5.58E+01,9.28E+03
251,H2-0_PCI-70_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1200_WR-160,0,0,0,300,70,0,0,0,0,27,1200,160,5.8,7,0,0,0,2.22E+03,4.53E+02,1340.97,5.32E+04,4.83E+01,2.54E-01,2.55E-01,2.36E-02,4.68E-01,5.01E+01,4.80E+01,3.06E+01,5.74E+00,62.21356,1.87E+02,4.04E+02,1.11E+03,8.24E+00,7.00E+00,2.53E+01,6.20E+03
252,H2-0_PCI-200_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1200_WR-160,0,0,0,300,200,0,0,0,0,30,1200,160,5.8,7,0,0,0,2.20E+03,3.47E+02,1047.63,6.87E+04,4.83E+01,2.62E-01,2.73E-01,4.29E-02,4.23E-01,5.10E+01,5.15E+01,2.57E+01,9.17E+00,58.6576,2.29E+02,4.95E+02,1.40E+03,1.46E+01,1.12E+01,3.86E+01,7.59E+03
253,H2-0_PCI-150_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1480_WR-160,0,0,0,300,150,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.23E+03,3.67E+02,1348.53,6.48E+04,4.84E+01,2.46E-01,2.63E-01,3.59E-02,4.55E-01,5.16E+01,5.08E+01,2.92E+01,9.20E+00,58.35969,2.11E+02,4.56E+02,1.29E+03,1.32E+01,9.92E+00,3.63E+01,7.01E+03
254,H2-30_PCI-0_WPI-0_NG-40_O2-30_NGT-300_H2T-300_HBT-1600_WR-195,30,300,40,300,0,0,0,0,0,30,1600,195,5.8,7,0,0,0,2.41E+03,4.24E+02,1281.42,7.75E+04,4.84E+01,2.54E-01,2.38E-01,1.02E-01,4.06E-01,4.84E+01,5.05E+01,1.64E+01,1.37E+01,48.158638,2.86E+02,6.17E+02,1.77E+03,2.88E+01,2.47E+01,5.52E+01,9.47E+03
255,H2-10_PCI-0_WPI-0_NG-60_O2-30_NGT-300_H2T-300_HBT-1600_WR-195,10,300,60,300,0,0,0,0,0,30,1600,195,5.8,7,0,0,0,2.59E+03,4.47E+02,1696.59,7.97E+04,4.84E+01,2.61E-01,2.47E-01,7.08E-02,4.21E-01,4.86E+01,4.97E+01,2.33E+01,1.31E+01,48.78576,2.61E+02,5.64E+02,1.60E+03,2.14E+01,1.79E+01,4.72E+01,8.66E+03
256,H2-0_PCI-0_WPI-0_NG-41_O2-27_NGT-300_H2T-0_HBT-1600_WR-160,0,0,41,300,0,0,0,0,0,27,1600,160,5.8,7,0,0,0,2.57E+03,4.69E+02,1958.45,4.61E+04,4.84E+01,2.42E-01,2.47E-01,4.21E-02,4.68E-01,5.05E+01,4.93E+01,2.46E+01,8.98E+00,52.21869,1.81E+02,3.92E+02,1.07E+03,1.51E+01,1.16E+01,3.72E+01,6.03E+03
257,H2-30_PCI-0_WPI-0_NG-0_O2-21_NGT-0_H2T-300_HBT-1600_WR-160,30,300,0,0,0,0,0,0,0,21,1600,160,5.8,7,0,0,0,2.15E+03,4.02E+02,429.10,5.30E+04,4.85E+01,2.10E-01,2.11E-01,1.00E-01,4.79E-01,5.01E+01,4.94E+01,2.11E+01,2.01E+01,55.81339,2.11E+02,4.56E+02,1.23E+03,3.12E+01,2.54E+01,5.83E+01,6.99E+03
258,H2-10_PCI-0_WPI-0_NG-80_O2-30_NGT-300_H2T-300_HBT-1200_WR-195,10,300,80,300,0,0,0,0,0,30,1200,195,5.8,7,0,0,0,2.27E+03,4.23E+02,1036.45,8.35E+04,4.86E+01,2.56E-01,2.48E-01,8.06E-02,4.15E-01,4.92E+01,5.05E+01,2.27E+01,1.50E+01,46.11999,2.73E+02,5.91E+02,1.67E+03,2.40E+01,1.99E+01,4.98E+01,9.06E+03
259,H2-20_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-1200_HBT-1600_WR-195,20,1200,0,0,0,0,0,0,0,30,1600,195,5.8,7,0,0,0,2.88E+03,5.05E+02,2178.57,7.89E+04,4.87E+01,2.70E-01,2.40E-01,6.19E-02,4.29E-01,4.71E+01,4.82E+01,2.61E+01,1.31E+01,46.114822,2.42E+02,5.23E+02,1.50E+03,1.92E+01,1.57E+01,4.53E+01,8.01E+03
260,H2-20_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-1200_HBT-1200_WR-195,20,1200,0,0,0,0,0,0,0,30,1200,195,5.8,7,0,0,0,2.57E+03,5.03E+02,1638.88,7.80E+04,4.88E+01,2.69E-01,2.40E-01,6.20E-02,4.29E-01,4.72E+01,4.81E+01,2.27E+01,1.12E+01,51.28499,2.43E+02,5.24E+02,1.49E+03,1.92E+01,1.56E+01,4.47E+01,8.05E+03
261,H2-0_PCI-175_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1200_WR-160,0,0,0,300,175,0,0,0,0,27,1200,160,5.8,7,0,0,0,2.13E+03,3.43E+02,893.52,6.58E+04,4.89E+01,2.43E-01,2.67E-01,3.88E-02,4.51E-01,5.24E+01,5.22E+01,2.76E+01,9.54E+00,58.774653,2.20E+02,4.74E+02,1.36E+03,1.45E+01,1.06E+01,3.92E+01,7.29E+03
262,H2-0_PCI-125_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1480_WR-160,0,0,0,300,125,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.25E+03,3.93E+02,1462.71,6.30E+04,4.89E+01,2.50E-01,2.59E-01,3.26E-02,4.59E-01,5.09E+01,4.95E+01,2.83E+01,7.81E+00,61.57436,2.03E+02,4.38E+02,1.22E+03,1.19E+01,9.03E+00,3.32E+01,6.72E+03
263,H2-20_PCI-0_WPI-0_NG-0_O2-21_NGT-0_H2T-1200_HBT-1200_WR-160,20,1200,0,0,0,0,0,0,0,21,1200,160,5.8,7,0,0,0,2.15E+03,4.26E+02,488.24,4.95E+04,4.89E+01,2.12E-01,2.15E-01,7.42E-02,4.99E-01,5.03E+01,4.88E+01,2.32E+01,1.67E+01,58.90677,1.92E+02,4.15E+02,1.13E+03,2.54E+01,1.97E+01,5.34E+01,6.38E+03
264,H2-0_PCI-175_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1480_WR-160,0,0,0,300,175,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.22E+03,3.44E+02,1229.89,6.69E+04,4.90E+01,2.42E-01,2.68E-01,3.93E-02,4.51E-01,5.25E+01,5.15E+01,2.80E+01,9.69E+00,59.16657,2.19E+02,4.73E+02,1.33E+03,1.45E+01,1.06E+01,3.81E+01,7.26E+03
265,H2-10_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-1200_HBT-1600_WR-195,10,1200,0,0,0,0,0,0,0,30,1600,195,5.8,7,0,0,0,2.94E+03,5.32E+02,2475.62,7.39E+04,4.90E+01,2.75E-01,2.46E-01,3.74E-02,4.42E-01,4.72E+01,4.75E+01,2.72E+01,7.96E+00,53.765564,2.26E+02,4.88E+02,1.39E+03,1.22E+01,1.02E+01,3.37E+01,7.49E+03
266,H2-0_PCI-125_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1480_WR-160,0,0,0,300,125,0,0,0,0,30,1480,160,5.8,7,0,0,0,2.35E+03,4.27E+02,1753.08,6.42E+04,4.90E+01,2.81E-01,2.54E-01,3.38E-02,4.32E-01,4.75E+01,4.68E+01,2.69E+01,7.02E+00,63.05602,2.01E+02,4.34E+02,1.21E+03,1.12E+01,8.54E+00,3.18E+01,6.66E+03
267,H2-0_PCI-160_WPI-0_NG-40_O2-30_NGT-300_H2T-0_HBT-1480_WR-160,0,0,40,300,160,0,0,0,0,30,1480,160,5.8,7,0,0,0,2.61E+03,3.38E+02,1155.06,7.21E+04,4.90E+01,2.60E-01,2.64E-01,6.38E-02,4.13E-01,5.04E+01,5.04E+01,2.45E+01,1.22E+01,53.68147,2.37E+02,5.13E+02,1.45E+03,2.01E+01,1.53E+01,4.55E+01,7.88E+03
268,H2-30_PCI-0_WPI-0_NG-60_O2-30_NGT-300_H2T-300_HBT-1200_WR-195,30,300,60,300,0,0,0,0,0,30,1200,195,5.8,7,0,0,0,2.14E+03,4.09E+02,677.63,8.86E+04,4.91E+01,2.52E-01,2.38E-01,1.13E-01,3.98E-01,4.86E+01,5.01E+01,1.89E+01,1.78E+01,43.10909,2.94E+02,6.37E+02,1.80E+03,3.10E+01,2.55E+01,5.60E+01,9.78E+03
269,H2-20_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-600_HBT-1600_WR-195,20,600,0,0,0,0,0,0,0,27,1600,195,5.8,7,0,0,0,2.61E+03,4.74E+02,1723.23,7.00E+04,4.91E+01,2.46E-01,2.40E-01,6.00E-02,4.55E-01,4.94E+01,5.05E+01,2.65E+01,1.37E+01,49.40331,2.43E+02,5.25E+02,1.47E+03,1.95E+01,1.67E+01,4.52E+01,8.06E+03
270,H2-20_PCI-0_WPI-0_NG-90_O2-30_NGT-300_H2T-300_HBT-1600_WR-195,20,300,90,300,0,0,0,0,0,30,1600,195,5.8,7,0,0,0,2.40E+03,3.95E+02,1144.24,9.14E+04,4.91E+01,2.51E-01,2.42E-01,1.06E-01,4.01E-01,4.90E+01,5.07E+01,2.02E+01,1.83E+01,42.10144,2.96E+02,6.39E+02,1.80E+03,3.02E+01,2.46E+01,5.56E+01,9.78E+03
271,H2-20_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-600_HBT-1200_WR-195,20,600,0,0,0,0,0,0,0,30,1200,195,5.8,7,0,0,0,2.45E+03,5.04E+02,1505.68,7.87E+04,4.91E+01,2.70E-01,2.40E-01,6.26E-02,4.28E-01,4.71E+01,4.75E+01,2.49E+01,1.17E+01,49.90377,2.43E+02,5.26E+02,1.49E+03,1.88E+01,1.55E+01,4.40E+01,8.06E+03
272,H2-40_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-1200_HBT-1200_WR-195,40,1200,0,0,0,0,0,0,0,30,1200,195,5.8,7,0,0,0,2.53E+03,4.49E+02,1177.92,7.58E+04,4.91E+01,2.53E-01,2.35E-01,1.05E-01,4.07E-01,4.81E+01,5.00E+01,1.56E+01,1.38E+01,47.466062,2.79E+02,6.02E+02,1.74E+03,2.94E+01,2.46E+01,5.56E+01,9.25E+03
273,H2-10_PCI-0_WPI-0_NG-100_O2-30_NGT-300_H2T-300_HBT-1200_WR-195,10,300,100,300,0,0,0,0,0,30,1200,195,5.8,7,0,0,0,2.24E+03,4.02E+02,875.44,8.59E+04,4.91E+01,2.55E-01,2.46E-01,9.11E-02,4.08E-01,4.91E+01,5.05E+01,2.17E+01,1.65E+01,44.99404,2.85E+02,6.15E+02,1.74E+03,2.65E+01,2.17E+01,5.27E+01,9.43E+03
274,H2-20_PCI-0_WPI-0_NG-70_O2-30_NGT-300_H2T-300_HBT-1600_WR-195,20,300,70,300,0,0,0,0,0,30,1600,195,5.8,7,0,0,0,2.44E+03,4.15E+02,1300.15,8.14E+04,4.93E+01,2.54E-01,2.42E-01,9.69E-02,4.07E-01,4.88E+01,5.03E+01,1.84E+01,1.46E+01,48.46069,2.84E+02,6.15E+02,1.74E+03,2.77E+01,2.30E+01,5.37E+01,9.42E+03
275,H2-0_PCI-60_WPI-0_NG-40_O2-27_NGT-300_H2T-0_HBT-1480_WR-160,0,0,40,300,60,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.48E+03,4.12E+02,1303.56,6.17E+04,4.93E+01,2.57E-01,2.40E-01,5.28E-02,4.50E-01,4.83E+01,4.70E+01,2.66E+01,1.11E+01,60.25254,2.02E+02,4.35E+02,1.21E+03,1.71E+01,1.30E+01,4.15E+01,6.69E+03
276,H2-10_PCI-0_WPI-0_NG-100_O2-30_NGT-300_H2T-300_HBT-1600_WR-195,10,300,100,300,0,0,0,0,0,30,1600,195,5.8,7,0,0,0,2.50E+03,4.03E+02,1349.89,8.79E+04,4.93E+01,2.57E-01,2.43E-01,9.16E-02,4.08E-01,4.87E+01,5.02E+01,2.14E+01,1.65E+01,45.08865,2.83E+02,6.11E+02,1.73E+03,2.68E+01,2.18E+01,5.35E+01,9.37E+03
277,H2-20_PCI-0_WPI-0_NG-90_O2-30_NGT-300_H2T-300_HBT-1200_WR-195,20,300,90,300,0,0,0,0,0,30,1200,195,5.8,7,0,0,0,2.16E+03,3.94E+02,707.69,8.85E+04,4.94E+01,2.51E-01,2.42E-01,1.06E-01,4.01E-01,4.91E+01,5.08E+01,1.99E+01,1.79E+01,42.51716,2.96E+02,6.39E+02,1.81E+03,3.00E+01,2.45E+01,5.55E+01,9.81E+03
278,H2-0_PCI-120_WPI-0_NG-30_O2-30_NGT-300_H2T-0_HBT-1480_WR-160,0,0,30,300,120,0,0,0,0,30,1480,160,5.8,7,0,0,0,2.68E+03,3.87E+02,1434.62,6.68E+04,4.94E+01,2.68E-01,2.57E-01,5.37E-02,4.21E-01,4.89E+01,4.80E+01,2.46E+01,1.01E+01,57.5857,2.18E+02,4.70E+02,1.32E+03,1.70E+01,1.29E+01,4.10E+01,7.22E+03
279,H2-0_PCI-0_WPI-0_NG-60_O2-30_NGT-300_H2T-0_HBT-1480_WR-160,0,0,60,300,0,0,0,0,0,30,1480,160,5.8,7,0,0,0,2.48E+03,4.69E+02,1928.64,4.87E+04,4.94E+01,2.53E-01,2.55E-01,5.58E-02,4.36E-01,5.02E+01,4.83E+01,2.21E+01,1.01E+01,45.55472,1.90E+02,4.10E+02,1.13E+03,1.84E+01,1.35E+01,4.07E+01,6.28E+03
280,H2-0_PCI-120_WPI-0_NG-80_O2-27_NGT-300_H2T-0_HBT-1480_WR-160,0,0,80,300,120,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.23E+03,3.08E+02,673.09,7.34E+04,4.95E+01,2.40E-01,2.50E-01,8.44E-02,4.25E-01,5.10E+01,5.04E+01,2.22E+01,1.57E+01,54.74522,2.45E+02,5.30E+02,1.48E+03,2.61E+01,1.93E+01,5.28E+01,8.14E+03
281,H2-10_PCI-0_WPI-0_NG-80_O2-30_NGT-300_H2T-300_HBT-1600_WR-195,10,300,80,300,0,0,0,0,0,30,1600,195,5.8,7,0,0,0,2.54E+03,4.20E+02,1526.22,8.03E+04,4.95E+01,2.57E-01,2.47E-01,8.07E-02,4.15E-01,4.90E+01,5.04E+01,1.87E+01,1.20E+01,51.207369,2.72E+02,5.89E+02,1.70E+03,2.43E+01,1.99E+01,5.11E+01,9.07E+03
282,H2-30_PCI-0_WPI-0_NG-40_O2-30_NGT-300_H2T-300_HBT-1200_WR-195,30,300,40,300,0,0,0,0,0,30,1200,195,5.8,7,0,0,0,2.16E+03,4.25E+02,822.07,7.58E+04,4.96E+01,2.54E-01,2.38E-01,1.03E-01,4.05E-01,4.84E+01,5.00E+01,1.29E+01,1.04E+01,55.495548,2.85E+02,6.17E+02,1.78E+03,2.87E+01,2.46E+01,5.53E+01,9.47E+03
283,H2-20_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-300_HBT-1200_WR-195,20,300,0,0,0,0,0,0,0,27,1200,195,5.8,7,0,0,0,2.25E+03,4.74E+02,1136.68,6.93E+04,4.96E+01,2.45E-01,2.40E-01,6.01E-02,4.54E-01,4.95E+01,5.03E+01,2.62E+01,1.33E+01,50.34822,2.43E+02,5.25E+02,1.47E+03,1.94E+01,1.66E+01,4.49E+01,8.05E+03
284,H2-30_PCI-0_WPI-0_NG-40_O2-27_NGT-300_H2T-300_HBT-1600_WR-195,30,300,40,300,0,0,0,0,0,27,1600,195,5.8,7,0,0,0,2.29E+03,4.06E+02,1016.59,8.30E+04,4.97E+01,2.37E-01,2.32E-01,1.03E-01,4.28E-01,4.95E+01,5.05E+01,2.01E+01,1.80E+01,45.95989,2.80E+02,6.06E+02,1.70E+03,3.03E+01,2.47E+01,5.65E+01,9.31E+03
285,H2-20_PCI-0_WPI-0_NG-50_O2-30_NGT-300_H2T-300_HBT-1600_WR-195,20,300,50,300,0,0,0,0,0,30,1600,195,5.8,7,0,0,0,2.48E+03,4.42E+02,1477.19,8.46E+04,4.98E+01,2.63E-01,2.37E-01,8.96E-02,4.11E-01,4.74E+01,4.83E+01,2.03E+01,1.43E+01,49.70476,2.70E+02,5.83E+02,1.65E+03,2.56E+01,2.11E+01,5.22E+01,8.96E+03
286,H2-10_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-300_HBT-1200_WR-195,10,300,0,0,0,0,0,0,0,27,1200,195,5.8,7,0,0,0,2.39E+03,4.96E+02,1510.06,6.77E+04,4.98E+01,2.45E-01,2.49E-01,3.57E-02,4.70E-01,5.04E+01,5.04E+01,2.93E+01,8.89E+00,52.26347,2.27E+02,4.90E+02,1.40E+03,1.27E+01,1.07E+01,3.54E+01,7.53E+03
287,H2-0_PCI-175_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1600_WR-160,0,0,0,300,175,0,0,0,0,30,1600,160,5.8,7,0,0,0,2.35E+03,3.75E+02,1668.22,7.10E+04,4.98E+01,2.71E-01,2.62E-01,4.12E-02,4.25E-01,4.91E+01,4.84E+01,2.62E+01,8.54E+00,59.93616,2.16E+02,4.68E+02,1.33E+03,1.38E+01,1.01E+01,3.67E+01,7.19E+03
288,H2-0_PCI-200_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1600_WR-160,0,0,0,300,200,0,0,0,0,27,1600,160,5.8,7,0,0,0,2.24E+03,3.23E+02,1263.22,6.88E+04,4.98E+01,2.43E-01,2.68E-01,4.29E-02,4.47E-01,5.25E+01,5.19E+01,2.71E+01,1.02E+01,59.40219,2.27E+02,4.89E+02,1.39E+03,1.55E+01,1.13E+01,4.05E+01,7.52E+03
289,H2-30_PCI-0_WPI-0_NG-40_O2-27_NGT-300_H2T-300_HBT-1200_WR-195,30,300,40,300,0,0,0,0,0,27,1200,195,5.8,7,0,0,0,2.06E+03,4.08E+02,562.25,8.42E+04,4.98E+01,2.38E-01,2.30E-01,1.04E-01,4.27E-01,4.92E+01,5.00E+01,2.01E+01,1.82E+01,46.05437,2.79E+02,6.02E+02,1.70E+03,3.03E+01,2.47E+01,5.69E+01,9.26E+03
290,H2-20_PCI-0_WPI-0_NG-50_O2-30_NGT-300_H2T-300_HBT-1200_WR-195,20,300,50,300,0,0,0,0,0,30,1200,195,5.8,7,0,0,0,2.22E+03,4.41E+02,1003.25,8.31E+04,5.00E+01,2.61E-01,2.39E-01,8.92E-02,4.11E-01,4.77E+01,4.85E+01,2.05E+01,1.42E+01,49.56547,2.70E+02,5.84E+02,1.65E+03,2.55E+01,2.11E+01,5.19E+01,8.97E+03
291,H2-0_PCI-160_WPI-0_NG-40_O2-27_NGT-300_H2T-0_HBT-1480_WR-160,0,0,40,300,160,0,0,0,0,27,1480,160,5.8,7,0,0,0,2.47E+03,3.15E+02,903.87,7.01E+04,5.00E+01,2.40E-01,2.60E-01,6.39E-02,4.36E-01,5.20E+01,5.07E+01,2.46E+01,1.31E+01,56.24826,2.35E+02,5.09E+02,1.44E+03,2.10E+01,1.54E+01,4.72E+01,7.82E+03
292,H2-0_PCI-20_WPI-0_NG-80_O2-30_NGT-300_H2T-0_HBT-1480_WR-195,0,0,80,300,20,0,0,0,0,30,1480,195,5.8,7,0,0,0,2.49E+03,4.29E+02,1623.41,8.53E+04,5.00E+01,2.63E-01,2.52E-01,6.07E-02,4.24E-01,4.90E+01,5.00E+01,2.53E+01,1.24E+01,48.770224,2.61E+02,5.63E+02,1.61E+03,1.94E+01,1.54E+01,4.51E+01,8.66E+03
293,H2-50_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-300_HBT-1200_WR-195,50,300,0,0,0,0,0,0,0,30,1200,195,5.8,7,0,0,0,2.17E+03,4.30E+02,647.86,8.03E+04,5.00E+01,2.49E-01,2.29E-01,1.26E-01,3.96E-01,4.79E+01,4.92E+01,1.52E+01,1.60E+01,42.933177,2.94E+02,6.37E+02,1.83E+03,3.30E+01,2.80E+01,5.84E+01,9.77E+03
294,H2-0_PCI-40_WPI-0_NG-60_O2-30_NGT-300_H2T-0_HBT-1480_WR-195,0,0,60,300,40,0,0,0,0,30,1480,195,5.8,7,0,0,0,2.59E+03,4.30E+02,1726.11,8.04E+04,5.00E+01,2.59E-01,2.61E-01,5.07E-02,4.29E-01,5.01E+01,5.12E+01,2.67E+01,1.09E+01,48.433032,2.58E+02,5.58E+02,1.62E+03,1.67E+01,1.37E+01,4.16E+01,8.59E+03
295,H2-40_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-600_HBT-1600_WR-195,40,600,0,0,0,0,0,0,0,27,1600,195,5.8,7,0,0,0,2.52E+03,4.26E+02,1184.92,7.67E+04,5.00E+01,2.35E-01,2.29E-01,1.04E-01,4.32E-01,4.93E+01,5.08E+01,2.05E+01,1.89E+01,40.51611,2.76E+02,5.96E+02,1.71E+03,3.04E+01,2.52E+01,5.70E+01,9.15E+03
296,H2-20_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-600_HBT-1600_WR-195,20,600,0,0,0,0,0,0,0,30,1600,195,5.8,7,0,0,0,2.75E+03,5.06E+02,2049.66,7.96E+04,5.01E+01,2.71E-01,2.38E-01,6.29E-02,4.28E-01,4.67E+01,4.71E+01,2.27E+01,1.08E+01,52.7129,2.41E+02,5.22E+02,1.48E+03,1.91E+01,1.54E+01,4.44E+01,8.00E+03
297,H2-10_PCI-0_WPI-0_NG-0_O2-21_NGT-0_H2T-600_HBT-1200_WR-160,10,600,0,0,0,0,0,0,0,21,1200,160,5.8,7,0,0,0,2.11E+03,4.56E+02,674.23,4.86E+04,5.01E+01,2.16E-01,2.23E-01,4.37E-02,5.18E-01,5.08E+01,4.83E+01,2.83E+01,1.17E+01,63.87304,1.75E+02,3.79E+02,1.03E+03,1.66E+01,1.28E+01,4.15E+01,5.83E+03
298,H2-0_PCI-30_WPI-0_NG-120_O2-30_NGT-300_H2T-0_HBT-1480_WR-195,0,0,120,300,30,0,0,0,0,30,1480,195,5.8,7,0,0,0,2.29E+03,3.79E+02,1235.60,9.35E+04,5.01E+01,2.55E-01,2.53E-01,8.17E-02,4.11E-01,4.99E+01,5.11E+01,2.20E+01,1.52E+01,47.193175,2.87E+02,6.19E+02,1.77E+03,2.51E+01,1.94E+01,5.18E+01,9.51E+03
299,H2-0_PCI-0_WPI-0_NG-80_O2-30_NGT-300_H2T-0_HBT-1600_WR-160,0,0,80,300,0,0,0,0,0,30,1600,160,5.8,7,0,0,0,2.43E+03,4.38E+02,1858.79,5.31E+04,5.01E+01,2.50E-01,2.53E-01,6.96E-02,4.28E-01,5.03E+01,4.87E+01,2.17E+01,1.22E+01,41.61726,1.99E+02,4.31E+02,1.19E+03,2.22E+01,1.58E+01,4.64E+01,6.61E+03
300,H2-40_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-600_HBT-1200_WR-195,40,600,0,0,0,0,0,0,0,27,1200,195,5.8,7,0,0,0,2.23E+03,4.33E+02,697.49,8.20E+04,5.02E+01,2.39E-01,2.25E-01,1.07E-01,4.29E-01,4.85E+01,4.93E+01,1.95E+01,1.84E+01,45.71972,2.74E+02,5.91E+02,1.66E+03,3.07E+01,2.51E+01,5.75E+01,9.07E+03
301,H2-50_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-1200_HBT-1600_WR-195,50,1200,0,0,0,0,0,0,0,30,1600,195,5.8,7,0,0,0,2.82E+03,4.29E+02,1434.89,7.79E+04,5.02E+01,2.49E-01,2.29E-01,1.25E-01,3.97E-01,4.78E+01,4.99E+01,1.16E+01,1.26E+01,49.208971,2.95E+02,6.37E+02,1.85E+03,3.39E+01,2.78E+01,6.05E+01,9.78E+03
302,H2-20_PCI-0_WPI-0_NG-50_O2-27_NGT-300_H2T-0_HBT-1600_WR-195,20,0,50,300,0,0,0,0,0,27,1600,195,5.8,7,0,0,0,2.36E+03,4.15E+02,1219.48,8.19E+04,5.02E+01,2.40E-01,2.35E-01,8.78E-02,4.37E-01,4.95E+01,5.02E+01,2.11E+01,1.59E+01,49.46011,2.69E+02,5.81E+02,1.64E+03,2.70E+01,2.16E+01,5.40E+01,8.91E+03
303,H2-10_PCI-0_WPI-0_NG-80_O2-27_NGT-300_H2T-0_HBT-1600_WR-195,10,0,80,300,0,0,0,0,0,27,1600,195,5.8,7,0,0,0,2.41E+03,3.98E+02,1253.18,8.06E+04,5.02E+01,2.38E-01,2.42E-01,8.03E-02,4.40E-01,5.05E+01,5.14E+01,2.16E+01,1.54E+01,49.49621,2.70E+02,5.85E+02,1.66E+03,2.56E+01,2.02E+01,5.24E+01,8.97E+03
